record_number,paper_number,paper_identifier,group_number_within_paper,group_id,source_evidence,has_section_reference,has_table_reference,has_figure_reference,has_page_reference
146,38,https://doi.org/10.1016/j.apenergy.2024.122998,8,SOC_115_overcharged,Fig. 4c; Fig. 5c; Table 6; T_vent from Fig. 9d; Section 3.2 and 3.6,1,1,0,0
147,38,https://doi.org/10.1016/j.apenergy.2024.122998,9,SOC_120_overcharged_no_safety_valve,Fig. 4d; Fig. 5d; Table 6; comments in Section 2.1 and Section 3.2,1,1,0,0
148,39,https://doi.org/10.1016/j.apenergy.2024.123248,1,Case_A_Heating,"Table 1 (Case A: NMC, heating)",0,1,0,0
149,39,https://doi.org/10.1016/j.apenergy.2024.123248,2,Case_C_Heating,"Table 1 (Case C: LFP, heating)",0,1,0,0
150,39,https://doi.org/10.1016/j.apenergy.2024.123248,3,NMC_94Ah_Inductive_Heating,"Section 4.3, Fig. 15; Table 5; referencing Kriston et al. [47]",1,1,0,0
151,40,https://doi.org/10.1016/j.apenergy.2024.123571,1,NMC811_18650_SOC100_Pristine_ARC,"Section 2.4.1 (TR definition), Table 5 (Step 3 ~196–198 °C for calibration), Fig. 10a–c (calibration NMC811, SOC 100%)",1,1,0,0
152,40,https://doi.org/10.1016/j.apenergy.2024.123571,2,NCA_18650_SOC100_Pristine_ARC,"Section 2.4.1 (TR definition), Table 5 (Step 3 ~196–198 °C for calibration), Fig. 10d–f (calibration NCA, SOC 100%)",1,1,0,0
153,41,10.1016/j.apenergy.2024.124875,1,ARC_GC_StageI_II_III,,0,0,0,0
154,42,https://doi.org/10.1016/j.apenergy.2025.125545,1,ARC_100SOC,Fig. 6 and Section 4.1,1,0,0,0
155,42,https://doi.org/10.1016/j.apenergy.2025.125545,2,SideHeating_InternalPressure_MassLoss,"Fig. 11, Fig. 12 and Section 4.3",1,0,0,0
156,43,https://doi.org/10.1016/j.ijhydene.2024.07.409,1,Model_1_EC,"Section 2.2 (Simulation details); Section 3.1 (decomposition timing ~140 ps, product trends) and Fig. 3–5; Section 3.2 (reaction pathways) and Fig. 6",1,0,0,0
157,43,https://doi.org/10.1016/j.ijhydene.2024.07.409,2,Model_2_EC_DMC,"Section 3.1 (Model 2 shows latest decomposition onset ~150 ps and reduced product formation), Fig. 3–5; Section 3.2 (pathway proportions).",1,0,0,0
158,43,https://doi.org/10.1016/j.ijhydene.2024.07.409,3,Model_3_EC_DEC,Section 3.1 (Model 3 decomposes earlier than Model 2; EC onset ~135 ps; faster reaction rate) and Fig. 3–5; Section 3.2 (DEC pathways) and Fig. 6.,1,0,0,0
159,44,https://doi.org/10.1016/j.energy.2021.120072,1,Uniform_Heating_21700_NCM811,Heating setup: Table 3; Thermal stages: Fig. 3; Temperature curves: Fig. 5; Quantitative TR parameters: Table 5; Discussion: Section 3.1.2–3.1.3,1,1,0,0
160,44,https://doi.org/10.1016/j.energy.2021.120072,2,Local_Heating_21700_NCM811,Heating setup: Table 3 (local heating); Thermal stages: Fig. 4; Temperature curves: Fig. 6; Quantitative TR parameters: Table 5; Heat flux prior to flame: Fig. 11 and Table 7; Discussion: Section 3.1.2–3.1.5,1,1,0,0
161,45,https://doi.org/10.1016/j.energy.2021.122087,1,Blank_Reference_TR,"Fig. 5a, Fig. 6a,c; Section 4.1.2",1,0,0,0
162,45,https://doi.org/10.1016/j.energy.2021.122087,2,Cuboid_CPCM0_TR,Fig. 5b; Fig. 6b–c; Section 4.1.2,1,0,0,0
163,45,https://doi.org/10.1016/j.energy.2021.122087,3,Cuboid_CPCM15_TR,Table 5; Fig. 10; Sections 4.2–4.3,0,1,0,0
164,45,https://doi.org/10.1016/j.energy.2021.122087,4,Tubular_CPCM15_TR,Table 5; Fig. 11–13; Section 4.3,1,1,0,0
165,46,https://doi.org/10.1016/j.energy.2021.122097,1,Battery1_0.33C_ARC,Table 4; Fig. 3a–b; Section 3.2,1,1,0,0
166,46,https://doi.org/10.1016/j.energy.2021.122097,2,Battery1_1.5C_ARC,Table 4; Fig. 3a–b; Section 3.2; Section 3.3,1,1,0,0
167,46,https://doi.org/10.1016/j.energy.2021.122097,3,Battery2_0.33C_ARC,Table 4; Fig. 3c–d; Section 3.2,1,1,0,0
168,46,https://doi.org/10.1016/j.energy.2021.122097,4,Battery2_4C_ARC,Table 4; Fig. 3c–d; Section 3.2,1,1,0,0
169,46,https://doi.org/10.1016/j.energy.2021.122097,5,AnSurEle_HotBox,Section 3.4.1; Fig. 5; Fig. 6; Fig. 7; Fig. 8,1,0,0,0
170,47,https://doi.org/10.1016/j.energy.2022.126481,1,Dummy_NoPCM_Single,Fig. 8a; Section 3.3,1,0,0,0
171,47,https://doi.org/10.1016/j.energy.2022.126481,2,Dummy_ParaffinEG_Single,Fig. 8a; Section 3.3,1,0,0,0
172,47,https://doi.org/10.1016/j.energy.2022.126481,3,Dummy_SATUreaEG_Single,"Fig. 8a, Fig. 8b; Section 3.3",1,0,0,0
173,47,https://doi.org/10.1016/j.energy.2022.126481,4,Module_SATUreaEG_3Rods,"Fig. 2c–d, Fig. 8c; Section 2.3 and 3.3",1,0,0,0
174,48,https://doi.org/10.1016/j.energy.2023.128027,1,LCO_50_SOC_Overheat,"Table 1 (TOER, TOTR, TTR, Tmax); Fig. 4; Fig. 5c; Section 3.1",1,1,0,0
175,48,https://doi.org/10.1016/j.energy.2023.128027,2,LCO_100_SOC_Overheat,Table 1; Fig. 4; Fig. 5d; Section 3.1 and Conclusion,1,1,0,0
176,48,https://doi.org/10.1016/j.energy.2023.128027,3,NMC622_50_SOC_Overheat,Table 1; Fig. 4; Fig. 5e; Section 3.1,1,1,0,0
177,48,https://doi.org/10.1016/j.energy.2023.128027,4,NMC622_100_SOC_Overheat,Table 1; Fig. 4; Fig. 5f; Section 3.1 and Conclusion,1,1,0,0
178,48,https://doi.org/10.1016/j.energy.2023.128027,5,LFP_50_SOC_Overheat,Table 1; Fig. 4; Fig. 5a; Section 3.1,1,1,0,0
179,48,https://doi.org/10.1016/j.energy.2023.128027,6,LFP_100_SOC_Overheat,Table 1; Fig. 4; Fig. 5b; Section 3.1 and Conclusion,1,1,0,0
180,49,https://doi.org/10.1016/j.energy.2025.138812,1,ARC_Fresh,Section 2.3 (methods) and Section 3.3 with Fig. 7,1,0,0,0
181,49,https://doi.org/10.1016/j.energy.2025.138812,2,ARC_ThermallyDamaged,Section 2.3 (methods) and Section 3.3 with Fig. 7,1,0,0,0
182,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,1,ARC_Baseline_Li_Electrolyte,Figure 2; Table 3; Section 5,1,1,1,0
183,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,2,ARC_TRI311_Li_Electrolyte,Figure 2; Table 3; Section 5,1,1,1,0
184,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,3,ARC_TRI013_Li_Electrolyte,Figure 2; Table 3; Section 5,1,1,1,0
185,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,4,ARC_TRI001_Li_Electrolyte,Table 3; Section 5,1,1,0,0
186,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,5,DSC_Cathode_Baseline,Table 4; Section 5.1,1,1,0,0
187,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,6,DSC_Cathode_TRI311,Table 4; Section 5.1,1,1,0,0
188,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,7,DSC_Cathode_TRI013,Table 4; Section 5.1,1,1,0,0
189,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,8,DSC_Cathode_TRI001,Table 4; Section 5.1,1,1,0,0
190,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,9,DSC_Anode_Baseline,Table 4; Section 5.1,1,1,0,0
191,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,10,DSC_Anode_TRI311,Table 4; Section 5.1,1,1,0,0
192,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,11,DSC_Anode_TRI013,Table 4; Section 5.1,1,1,0,0
193,50,https://doi.org/10.1016/j.jpowsour.2006.06.008,12,DSC_Anode_TRI001,Table 4; Section 5.1,1,1,0,0
194,51,https://doi.org/10.1016/j.jpowsour.2006.06.053,1,ARC_noLi_LiPF6_electrolyteOnly,Figure 3; Section 5.3 (ARC),1,0,1,0
195,51,https://doi.org/10.1016/j.jpowsour.2006.06.053,2,ARC_noLi_LiTFSI_electrolyteOnly,Figure 3; Section 5.3 (ARC),1,0,1,0
196,51,https://doi.org/10.1016/j.jpowsour.2006.06.053,3,ARC_LiStrip_LiPF6_noTRI,Figure 6; Section 5.3 (ARC),1,0,1,0
197,51,https://doi.org/10.1016/j.jpowsour.2006.06.053,4,ARC_LiStrip_LiTFSI_noTRI,Figure 6; Section 5.3 (ARC),1,0,1,0
198,51,https://doi.org/10.1016/j.jpowsour.2006.06.053,5,ARC_LiStrip_LiTFSI_withTRI_2wt,Figure 6; Section 5.3 (ARC),1,0,1,0
199,51,https://doi.org/10.1016/j.jpowsour.2006.06.053,6,DSC_ChargedCathode_noTRI,Figure 7; Section 5.4 (DSC),1,0,1,0
200,51,https://doi.org/10.1016/j.jpowsour.2006.06.053,7,DSC_ChargedCathode_withTRI,Figure 7; Section 5.4 (DSC),1,0,1,0
201,52,https://doi.org/10.1016/j.jpowsour.2011.05.078,1,CAR-1_18650_ARC,Section 3.7 and Fig. 8 (ARC gas volume profiles for 18650 cells),1,0,0,0
202,52,https://doi.org/10.1016/j.jpowsour.2011.05.078,2,HFE_18650_ARC,Section 3.7 and Fig. 8 (ARC gas volume profiles for 18650 cells),1,0,0,0
203,53,https://doi.org/10.1016/j.jpowsour.2012.02.038,1,DSC_Li0.5CoO2_ECDEC_LiPF6,"Section 4.2 (Basic reactions), text citing [46]",1,0,0,0
204,53,https://doi.org/10.1016/j.jpowsour.2012.02.038,2,DSC_SEI_Decomposition_Graphite,"Section 4.2 (Basic reactions), text citing [39]",1,0,0,0
205,53,https://doi.org/10.1016/j.jpowsour.2012.02.038,3,DSC_LithiatedGraphite_with_Electrolyte,"Section 4.2 (Basic reactions), text citing [38,51]",1,0,0,0
206,53,https://doi.org/10.1016/j.jpowsour.2012.02.038,4,DSC_Electrolyte_Mitigation_LiBOB_GBL_DMS,Section 5.1.3 (Electrolyte); Fig. 9; text citing [168–171],1,0,0,0
207,54,https://doi.org/10.1016/j.jpowsour.2014.08.094,1,EV-ARC_Tcool_80C,"Section 2.1; Table 1 (No.1, Tcool=80 °C); Fig. 3 (thermocouple placement); Fig. 4 (procedure); Fig. 6 (voltage vs Tcool trend)",1,1,0,0
208,54,https://doi.org/10.1016/j.jpowsour.2014.08.094,2,EV-ARC_Tcool_90C,"Section 2.1; Table 1 (No.2, Tcool=90 °C); Fig. 3; Fig. 4; Fig. 6",1,1,0,0
209,54,https://doi.org/10.1016/j.jpowsour.2014.08.094,3,EV-ARC_Tcool_100C,"Section 2.1; Table 1 (No.3, Tcool=100 °C, 0.5 A pulses); Fig. 4(c) (pulse protocol); Fig. 6 (voltage vs Tcool trend)",1,1,0,0
210,54,https://doi.org/10.1016/j.jpowsour.2014.08.094,4,EV-ARC_Tcool_110C,"Section 3.2 (gasification and swelling at ~100–110 °C); Table 1 (No.4, Tcool=110 °C, 0.25 A pulses); Table 3 (Rin increases modestly); Fig. 4(c)",1,1,0,0
211,54,https://doi.org/10.1016/j.jpowsour.2014.08.094,5,EV-ARC_Tcool_120C,"Section 3.2 (separator melting 120–140 °C and sharp Rin rise after cooling); Table 1 (No.5, Tcool=120 °C, pulses 0.25 A); Table 3 (Rin after cooling +107.9%); Fig. 7; Fig. 6",1,1,0,0
212,54,https://doi.org/10.1016/j.jpowsour.2014.08.094,6,EV-ARC_Tcool_130C,"Section 3.2; Table 1 (No.6, Tcool=130 °C); Table 3 (Rin after cooling +159.0%); Fig. 7 (example Rin trajectory); SEM in Fig. 9 supports separator changes around 120–140 °C",1,1,0,0
213,54,https://doi.org/10.1016/j.jpowsour.2014.08.094,7,EV-ARC_Tcool_140C,"Abstract (non-reusability ≥140 °C due to resistance rise); Section 3.2; Table 1 (No.7, Tcool=140 °C); Table 3 (Rin after cooling +210%); Fig. 9 (SEM: loss of regular pores at 140 °C)",1,1,0,0
214,54,https://doi.org/10.1016/j.jpowsour.2014.08.094,8,EV-ARC_Tcool_160C,"Section 3.2 (Rin after cooling +1343.8% and non-reusability at 160 °C); Table 1 (No.8, Tcool=160 °C); Table 3; Fig. 6",1,1,0,0
215,55,https://doi.org/10.1016/j.jpowsour.2015.05.095,1,Oven_170C,Figure 8 and Section 4.1,1,0,1,0
216,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,1,Test_01_0cycles,"Table 3 (time and outcome), Table 4 (temperatures), Section 3.2.1–3.2.2",1,1,0,0
217,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,2,Test_02_0cycles,"Table 3, Table 4, Section 3.2.1–3.2.2",1,1,0,0
218,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,3,Test_03_0cycles_FTIR,"Table 3, Table 4, Section 3.2.3–3.2.4",1,1,0,0
219,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,4,Test_04_0cycles,"Table 3, Table 4, Section 3.2.4",1,1,0,0
220,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,5,Test_05_100cycles_FTIR,"Table 3, Table 4, Fig. 6 (test 5), Section 3.2.3",1,1,0,0
221,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,6,Test_06_100cycles,"Table 3, Table 4, Fig. 3 (images), Section 3.2.4",1,1,0,0
222,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,7,Test_07_100cycles,"Table 3, Table 4, Section 3.2.4",1,1,0,0
223,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,8,Test_09_200cycles,"Table 3, Table 4, Section 3.2.2",1,1,0,0
224,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,9,Test_10_300cycles_FTIR,"Table 3, Table 4, Fig. 7 (test 10), Section 3.2.3–3.2.4",1,1,0,0
225,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,10,Test_11_300cycles_blackout,"Table 3 (footnotes b,c), Table 4 (notes), Section 3.2.2",1,1,0,0
226,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,11,Test_12_Dead_sudden_death_after229cycles,"Table 3, Table 4, Section 3.2.2",1,1,0,0
227,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,12,Test_13_Dead_0cycles_stored60C10months,"Table 3, Table 4 (note b), Section 3.2.2",1,1,0,0
228,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,13,Test_14_Dead_0cycles_stored60C10months,"Table 3, Table 4, Section 3.2.2",1,1,0,0
229,56,https://doi.org/10.1016/j.jpowsour.2017.10.085,14,ARC_HWS_100SOC_comparison,Section 3.2.2 (ARC comparison); Fig. S2 (supplementary),1,0,0,0
230,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,1,KIB_PVDF_100SOC_DSC,Fig. 1b–c; Fig. 5b; Section 3 (paragraphs discussing K-ion DSC and binder comparison),1,0,0,0
231,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,2,LIB_PVDF_100SOC_DSC,Fig. 1b–c; Section 3 (first paragraph under Fig. 1),1,0,0,0
232,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,3,KIB_PVDF_SOC_25pct_DSC,Fig. 2a; Section 3 (SOC dependence paragraph),1,0,0,0
233,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,4,KIB_PVDF_SOC_0pct_DSC,Fig. 2a; Section 3 (SOC dependence paragraph: charged graphite required for thermal runaway),1,0,0,0
234,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,5,KIB_PVDF_ElectrolyteRemoved_DMCwash_DSC,Fig. 2b; Section 3 (electrolyte removal paragraph),1,0,0,0
235,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,6,KC8_plus_Electrolyte_DSC,Fig. 2c; Section 3 (KC8 verification paragraph),1,0,0,0
236,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,7,KIB_PVDF_Cycle10_DSC,Fig. 3a (DSC vs cycle number); Fig. 3b (EIS); Section 3,1,0,0,0
237,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,8,KIB_PVDF_Cycle25_DSC,Fig. 3a (DSC vs cycle number); Fig. 3b (EIS); Section 3,1,0,0,0
238,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,9,KIB_PVDF_BallMilled_1h_DSC,Fig. 4b; Section 3 (ball milling paragraph),1,0,0,0
239,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,10,KIB_PVDF_BallMilled_5h_DSC,Fig. 4b; Section 3 (ball milling paragraph),1,0,0,0
240,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,11,KIB_CMCNaBinder_100SOC_DSC,Fig. 5a–b; Section 3 (binder comparison paragraph),1,0,0,0
241,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,12,KIB_NaAlginateBinder_100SOC_DSC,Fig. 5a–b; Section 3 (binder comparison paragraph),1,0,0,0
242,57,https://doi.org/10.1016/j.jpowsour.2017.11.065,13,KIB_CNF_Anode_DSC,Fig. S10; Section 3 (final paragraphs on other carbons),1,0,0,0
243,58,10.1016/j.jpowsour.2018.07.051,1,Pouch_cells,,0,0,0,0
244,58,10.1016/j.jpowsour.2018.07.051,2,Hard_case_cells,,0,0,0,0
245,59,https://doi.org/10.1016/j.jpowsour.2018.07.094,1,Fresh_BTC,Fig. 2 and Table 3; Sections 2.2.2–2.2.3,0,1,0,0
246,59,https://doi.org/10.1016/j.jpowsour.2018.07.094,2,Aged10_BTC,Table 3; Sections 2.2.1 and 2.2.3,0,1,0,0
247,59,https://doi.org/10.1016/j.jpowsour.2018.07.094,3,Aged30_BTC,Table 3; Sections 2.2.1 and 2.2.3,0,1,0,0
248,60,https://doi.org/10.1016/j.jpowsour.2018.10.014,1,LGHG2_Wraparound_20W,Experimental Section 2; Section 3.7; Fig. 3 (venting at 128 °C; phase and EIS behavior); statement on ejection via burst disc during TR for wrap-around heating,1,0,0,0
249,61,10.1016/j.jpowsour.2019.226879,1,TR_Gas_Timeline_Table1,,0,0,0,0
250,62,https://doi.org/10.1016/j.jpowsour.2019.227425,1,Cycle0_P95,Section 3.2 text; Fig. 3c; Fig. S1,1,0,0,0
251,62,https://doi.org/10.1016/j.jpowsour.2019.227425,2,Cycle20_P95,Section 3.2; Fig. 3a,1,0,0,0
252,62,https://doi.org/10.1016/j.jpowsour.2019.227425,3,Cycle40_P95,Section 3.2; Fig. 3a,1,0,0,0
253,62,https://doi.org/10.1016/j.jpowsour.2019.227425,4,Cycle60_P95,Section 3.2 text; Fig. 3a and 3d; Fig. S1,1,0,0,0
254,62,https://doi.org/10.1016/j.jpowsour.2019.227425,5,Cycle0_P20,Section 3.1 (Fig. 1) and Section 3.2 text; Fig. 3c; Fig. S1,1,0,0,0
255,62,https://doi.org/10.1016/j.jpowsour.2019.227425,6,Cycle60_P20,Section 3.1 (Fig. 2) and Section 3.2 text; Fig. 3d; Fig. S1,1,0,0,0
256,63,https://doi.org/10.1016/j.jpowsour.2020.227914,1,18650_Test1,Table 2 (Test #1); Fig. 3; Section 3.2,1,1,0,0
257,63,https://doi.org/10.1016/j.jpowsour.2020.227914,2,18650_Test2,Table 2 (Test #2); Fig. 3; Section 3.2,1,1,0,0
258,63,https://doi.org/10.1016/j.jpowsour.2020.227914,3,18650_Test3,Table 2 (Test #3); Fig. 3; Fig. 4; Section 3.2,1,1,0,0
259,63,https://doi.org/10.1016/j.jpowsour.2020.227914,4,Pouch_Test4,Table 2 (Test #4); Fig. 5a–b; Section 3.3,1,1,0,0
260,63,https://doi.org/10.1016/j.jpowsour.2020.227914,5,Pouch_Test5,Table 2 (Test #5); Fig. 5c–d; Section 3.3,1,1,0,0
261,63,https://doi.org/10.1016/j.jpowsour.2020.227914,6,Prismatic_Test6,Table 2 (Test #6); Fig. 6; Section 3.4,1,1,0,0
262,64,https://doi.org/10.1016/j.jpowsour.2020.228503,1,Repeatability_Set_UnknownPower,Fig. 3; Table 3; Section 2.3–2.4,1,1,0,0
263,65,https://doi.org/10.1016/j.jpowsour.2020.228649,1,Lei_2017_18650_LMO,"Section 2, citing Ref. [57] (Lei et al.)",1,0,0,0
264,65,https://doi.org/10.1016/j.jpowsour.2020.228649,2,Darcy_2016_LLB2_HeatSinks_BaseHeating,"Section 4, citing Ref. [175]",1,0,0,0
265,65,https://doi.org/10.1016/j.jpowsour.2020.228649,3,Wang_2016_LTO_HFC227ea_HeatedToFire,"Section 5, citing Ref. [206]",1,0,0,0
266,66,10.1016/j.jpowsour.2020.229357,1,NakedCell_Canister_ARC,,0,0,0,0
267,66,10.1016/j.jpowsour.2020.229357,2,IntactCell_ARC,,0,0,0,0
268,67,https://doi.org/10.1016/j.jpowsour.2021.229496,1,SOC_100,"Table 4 (start time for second venting), Fig. 3a (temporal evolution), Fig. 6 (pressure and jet flow during TR), Sections 2.6 and 3.1–3.3",0,1,0,0
269,67,https://doi.org/10.1016/j.jpowsour.2021.229496,2,SOC_50,"Table 4 (start time for second venting), Fig. 3b (temporal evolution), Sections 2.6 and 3.1–3.3",0,1,0,0
270,67,https://doi.org/10.1016/j.jpowsour.2021.229496,3,SOC_25,"Table 4 (start time for second venting), Fig. 3c (temporal evolution), Sections 2.6 and 3.1–3.3",0,1,0,0
271,68,https://doi.org/10.1016/j.jpowsour.2021.230340,1,SingleCell_Air21,Figure 2a and Section 3.1,1,0,1,0
272,68,https://doi.org/10.1016/j.jpowsour.2021.230340,2,Tri_N2_21O2,Figures 2b–2c and 3; Section 3.1–3.2,1,0,0,0
273,68,https://doi.org/10.1016/j.jpowsour.2021.230340,3,Tri_N2_18O2,Figure 3 and Section 3.2.1–3.2.4,1,0,1,0
274,68,https://doi.org/10.1016/j.jpowsour.2021.230340,4,Tri_N2_15O2,Figures 3 and 5b; Section 3.2.1–3.2.3,1,0,0,0
275,68,https://doi.org/10.1016/j.jpowsour.2021.230340,5,Tri_N2_12O2,"Figures 3, 5, and 6; Section 3.2.1–3.2.4",1,0,0,0
276,68,https://doi.org/10.1016/j.jpowsour.2021.230340,6,Tri_Ar_15O2,Figure 7a–7f; Section 3.3,1,0,1,0
277,69,https://doi.org/10.1016/j.jpowsour.2021.230645,1,Lammer_2017_Furnace_18650_NCA_100SOC,"Section 2: Literature review, paragraph describing Lammer et al. (2017) [33]",1,0,0,0
278,69,https://doi.org/10.1016/j.jpowsour.2021.230645,2,Yayathi_ARC_Bomb_AllCells_50SOC,"Section 2: Literature review, paragraph describing Yayathi et al. [6]",1,0,0,0
279,69,https://doi.org/10.1016/j.jpowsour.2021.230645,3,Yayathi_ARC_Bomb_AllCells_100SOC,"Section 2: Literature review, paragraph describing Yayathi et al. [6]",1,0,0,0
280,69,https://doi.org/10.1016/j.jpowsour.2021.230645,4,Fu_Cone_100SOC_30kWm2,"Section 2: Literature review, paragraph describing Fu et al. [34]",1,0,0,0
281,69,https://doi.org/10.1016/j.jpowsour.2021.230645,5,Fu_Cone_100SOC_50kWm2,"Section 2: Literature review, paragraph describing Fu et al. [34]",1,0,0,0
282,69,https://doi.org/10.1016/j.jpowsour.2021.230645,6,Fu_Cone_100SOC_60kWm2,"Section 2: Literature review, paragraph describing Fu et al. [34]",1,0,0,0
283,69,https://doi.org/10.1016/j.jpowsour.2021.230645,7,Fu_Cone_65SOC_50kWm2,"Section 2: Literature review, paragraph describing Fu et al. [34]",1,0,0,0
284,69,https://doi.org/10.1016/j.jpowsour.2021.230645,8,Fu_Cone_70SOC_50kWm2,"Section 2: Literature review, paragraph describing Fu et al. [34]",1,0,0,0
285,69,https://doi.org/10.1016/j.jpowsour.2021.230645,9,Golubkov_NCA_18650_ThermalAbuse_25-100SOC,"Section 2: Literature review, paragraph describing Golubkov et al. [30]",1,0,0,0
286,69,https://doi.org/10.1016/j.jpowsour.2021.230645,10,Golubkov_LFP_18650_ThermalAbuse_50-100SOC,"Section 2: Literature review, paragraph describing Golubkov et al. [30]",1,0,0,0
287,70,https://doi.org/10.1016/j.jpowsour.2021.230659,1,Blank_TR,Figure 8(a) and Table 4; Section 4.2,1,1,1,0
288,70,https://doi.org/10.1016/j.jpowsour.2021.230659,2,SprayCooling_TR,Figure 8(b) and Table 4; Section 4.2,1,1,1,0
289,71,https://doi.org/10.1016/j.jpowsour.2021.230724,1,Module_LateralHeating_NCM111,"Section 2.4 (Lateral heating experiment), Fig. 4, Table 5 (Experimental propagation times)",1,1,0,0
290,71,https://doi.org/10.1016/j.jpowsour.2021.230724,2,Module_LateralHeating_NCM523,"Section 2.4 (Lateral heating experiment), Fig. 4, Table 5 (Experimental propagation times)",1,1,0,0
291,71,https://doi.org/10.1016/j.jpowsour.2021.230724,3,Module_LateralHeating_NCM622,"Section 2.4 (Lateral heating experiment), Fig. 4, Table 5 (Experimental propagation times)",1,1,0,0
292,72,https://doi.org/10.1016/j.jpowsour.2022.231867,1,An-Ele_V0,Fig. 2(II)A and Table 2; Section 3.2,1,1,0,0
293,72,https://doi.org/10.1016/j.jpowsour.2022.231867,2,An-Ele_Vip,Fig. 2(II)B and Table 2; Section 3.2,1,1,0,0
294,72,https://doi.org/10.1016/j.jpowsour.2022.231867,3,An-Ele_Vp,Fig. 2(II)C and Table 2; Section 3.2,1,1,0,0
295,72,https://doi.org/10.1016/j.jpowsour.2022.231867,4,An-Ele_Vcr,Fig. 2(II)D and Table 2; Section 3.2,1,1,0,0
296,72,https://doi.org/10.1016/j.jpowsour.2022.231867,5,An-Ca_V0,Fig. 2(II)A and Table 2; Section 3.2,1,1,0,0
297,72,https://doi.org/10.1016/j.jpowsour.2022.231867,6,An-Ca_Vip,Fig. 2(II)B and Table 2; Section 3.2,1,1,0,0
298,72,https://doi.org/10.1016/j.jpowsour.2022.231867,7,An-Ca_Vp,Fig. 2(II)C and Table 2; Section 3.2,1,1,0,0
299,72,https://doi.org/10.1016/j.jpowsour.2022.231867,8,An-Ca_Vcr,Fig. 2(II)D and Table 2; Section 3.2,1,1,0,0
300,73,https://doi.org/10.1016/j.jpowsour.2023.233777,1,LFP_ARC_SOC_gt_28,"Figure 6 and text in Section 3.2.1 (thermal abuse of LFP in ARC), citing reference [98]",1,0,1,0
301,73,https://doi.org/10.1016/j.jpowsour.2023.233777,2,LFP_ARC_SOC_le_28,"Figure 6 and text in Section 3.2.1 (thermal abuse of LFP in ARC), citing reference [98]",1,0,1,0
302,74,https://doi.org/10.1016/j.jpowsour.2024.234237,1,0C_70%SOC_Test,Table 2 (0C–70%SOC Test); Section 2.2 (Experimental setup); Fig. 3; Table 1,1,1,0,0
303,74,https://doi.org/10.1016/j.jpowsour.2024.234237,2,0C_120%SOC_Test,Table 2 (0C–120%SOC Test; prior dataset [45] referenced within this paper); Section 3.1; Fig. 3; Table 1,1,1,0,0
304,75,https://doi.org/10.1016/j.jpowsour.2024.234273,1,Bare_LFP_GRA_Pouch,"Figure 6a–b (visuals), Figure 6e (time–temperature), Figure 6f–g (HRR/SPR); Section 3.3 Battery safety research and analysis.",1,0,1,0
